ID,sentimiento
61997,positivo
61998,positivo
61999,positivo
62000,positivo
62001,positivo
62002,positivo
62003,positivo
62004,negativo
62005,negativo
62006,positivo
62007,positivo
62008,positivo
62009,positivo
62010,positivo
62011,positivo
62012,positivo
62013,positivo
62014,negativo
62015,negativo
62016,positivo
62017,negativo
62018,positivo
62019,positivo
62020,positivo
62021,positivo
62022,positivo
62023,positivo
62024,positivo
62025,negativo
62026,negativo
62027,negativo
62028,negativo
62029,positivo
62030,positivo
62031,positivo
62032,negativo
62033,positivo
62034,positivo
62035,negativo
62036,positivo
62037,negativo
62038,positivo
62039,negativo
62040,positivo
62041,positivo
62042,negativo
62043,positivo
62044,positivo
62045,positivo
62046,negativo
62047,positivo
62048,positivo
62049,negativo
62050,negativo
62051,positivo
62052,positivo
62053,positivo
62054,positivo
62055,positivo
62056,positivo
62057,positivo
62058,negativo
62059,positivo
62060,negativo
62061,negativo
62062,positivo
62063,negativo
62064,negativo
62065,positivo
62066,negativo
62067,positivo
62068,positivo
62069,positivo
62070,positivo
62071,negativo
62072,negativo
62073,positivo
62074,positivo
62075,negativo
62076,negativo
62077,positivo
62078,positivo
62079,negativo
62080,negativo
62081,negativo
62082,positivo
62083,negativo
62084,positivo
62085,positivo
62086,positivo
62087,negativo
62088,negativo
62089,positivo
62090,negativo
62091,positivo
62092,negativo
62093,negativo
62094,negativo
62095,positivo
62096,negativo
62097,positivo
62098,positivo
62099,positivo
62100,negativo
62101,negativo
62102,positivo
62103,negativo
62104,positivo
62105,negativo
62106,positivo
62107,negativo
62108,positivo
62109,negativo
62110,positivo
62111,positivo
62112,positivo
62113,positivo
62114,negativo
62115,positivo
62116,negativo
62117,positivo
62118,negativo
62119,positivo
62120,negativo
62121,positivo
62122,negativo
62123,positivo
62124,negativo
62125,negativo
62126,positivo
62127,negativo
62128,negativo
62129,negativo
62130,negativo
62131,positivo
62132,negativo
62133,positivo
62134,positivo
62135,negativo
62136,negativo
62137,negativo
62138,negativo
62139,negativo
62140,negativo
62141,positivo
62142,positivo
62143,positivo
62144,positivo
62145,positivo
62146,negativo
62147,negativo
62148,negativo
62149,negativo
62150,negativo
62151,negativo
62152,negativo
62153,positivo
62154,negativo
62155,positivo
62156,positivo
62157,negativo
62158,positivo
62159,positivo
62160,positivo
62161,positivo
62162,positivo
62163,negativo
62164,positivo
62165,positivo
62166,negativo
62167,negativo
62168,negativo
62169,positivo
62170,negativo
62171,positivo
62172,negativo
62173,positivo
62174,negativo
62175,negativo
62176,positivo
62177,positivo
62178,negativo
62179,negativo
62180,positivo
62181,positivo
62182,negativo
62183,positivo
62184,positivo
62185,negativo
62186,positivo
62187,positivo
62188,positivo
62189,negativo
62190,positivo
62191,negativo
62192,negativo
62193,positivo
62194,positivo
62195,positivo
62196,negativo
62197,positivo
62198,positivo
62199,negativo
62200,positivo
62201,positivo
62202,positivo
62203,negativo
62204,negativo
62205,positivo
62206,positivo
62207,negativo
62208,positivo
62209,positivo
62210,positivo
62211,positivo
62212,negativo
62213,negativo
62214,positivo
62215,positivo
62216,positivo
62217,positivo
62218,negativo
62219,negativo
62220,positivo
62221,positivo
62222,positivo
62223,positivo
62224,negativo
62225,positivo
62226,negativo
62227,negativo
62228,positivo
62229,negativo
62230,positivo
62231,positivo
62232,positivo
62233,positivo
62234,negativo
62235,positivo
62236,positivo
62237,positivo
62238,positivo
62239,negativo
62240,positivo
62241,positivo
62242,positivo
62243,positivo
62244,positivo
62245,negativo
62246,positivo
62247,negativo
62248,positivo
62249,negativo
62250,positivo
62251,positivo
62252,positivo
62253,positivo
62254,positivo
62255,negativo
62256,positivo
62257,positivo
62258,positivo
62259,positivo
62260,positivo
62261,positivo
62262,positivo
62263,negativo
62264,positivo
62265,negativo
62266,positivo
62267,positivo
62268,positivo
62269,negativo
62270,positivo
62271,positivo
62272,positivo
62273,negativo
62274,positivo
62275,positivo
62276,negativo
62277,negativo
62278,positivo
62279,positivo
62280,negativo
62281,positivo
62282,positivo
62283,negativo
62284,positivo
62285,negativo
62286,positivo
62287,positivo
62288,positivo
62289,negativo
62290,positivo
62291,positivo
62292,positivo
62293,positivo
62294,negativo
62295,negativo
62296,positivo
62297,positivo
62298,positivo
62299,positivo
62300,positivo
62301,negativo
62302,positivo
62303,negativo
62304,positivo
62305,negativo
62306,positivo
62307,negativo
62308,positivo
62309,negativo
62310,negativo
62311,positivo
62312,positivo
62313,positivo
62314,positivo
62315,negativo
62316,positivo
62317,negativo
62318,positivo
62319,positivo
62320,positivo
62321,positivo
62322,positivo
62323,positivo
62324,positivo
62325,negativo
62326,positivo
62327,positivo
62328,negativo
62329,negativo
62330,negativo
62331,positivo
62332,positivo
62333,positivo
62334,positivo
62335,positivo
62336,positivo
62337,positivo
62338,positivo
62339,positivo
62340,positivo
62341,negativo
62342,negativo
62343,negativo
62344,positivo
62345,positivo
62346,negativo
62347,positivo
62348,positivo
62349,positivo
62350,positivo
62351,positivo
62352,positivo
62353,negativo
62354,negativo
62355,positivo
62356,negativo
62357,positivo
62358,positivo
62359,positivo
62360,positivo
62361,negativo
62362,negativo
62363,positivo
62364,positivo
62365,negativo
62366,positivo
62367,negativo
62368,positivo
62369,positivo
62370,positivo
62371,positivo
62372,positivo
62373,positivo
62374,positivo
62375,positivo
62376,positivo
62377,positivo
62378,positivo
62379,positivo
62380,positivo
62381,positivo
62382,positivo
62383,positivo
62384,positivo
62385,negativo
62386,negativo
62387,positivo
62388,positivo
62389,negativo
62390,positivo
62391,positivo
62392,positivo
62393,positivo
62394,positivo
62395,positivo
62396,positivo
62397,negativo
62398,negativo
62399,positivo
62400,positivo
62401,positivo
62402,positivo
62403,positivo
62404,positivo
62405,positivo
62406,positivo
62407,positivo
62408,positivo
62409,positivo
62410,positivo
62411,negativo
62412,positivo
62413,positivo
62414,positivo
62415,positivo
62416,positivo
62417,positivo
62418,positivo
62419,positivo
62420,positivo
62421,positivo
62422,positivo
62423,positivo
62424,positivo
62425,positivo
62426,negativo
62427,positivo
62428,positivo
62429,positivo
62430,positivo
62431,positivo
62432,positivo
62433,positivo
62434,positivo
62435,positivo
62436,positivo
62437,positivo
62438,positivo
62439,positivo
62440,positivo
62441,positivo
62442,positivo
62443,positivo
62444,positivo
62445,positivo
62446,positivo
62447,positivo
62448,negativo
62449,negativo
62450,negativo
62451,positivo
62452,positivo
62453,positivo
62454,positivo
62455,positivo
62456,positivo
62457,positivo
62458,positivo
62459,positivo
62460,positivo
62461,positivo
62462,positivo
62463,positivo
62464,positivo
62465,negativo
62466,positivo
62467,positivo
62468,positivo
62469,positivo
62470,positivo
62471,positivo
62472,positivo
62473,positivo
62474,positivo
62475,positivo
62476,negativo
62477,positivo
62478,positivo
62479,positivo
62480,positivo
62481,positivo
62482,positivo
62483,positivo
62484,positivo
62485,positivo
62486,positivo
62487,positivo
62488,positivo
62489,positivo
62490,positivo
62491,positivo
62492,positivo
62493,positivo
62494,positivo
62495,positivo
62496,positivo
62497,positivo
62498,positivo
62499,positivo
62500,positivo
62501,negativo
62502,positivo
62503,positivo
62504,positivo
62505,positivo
62506,positivo
62507,positivo
62508,positivo
62509,positivo
62510,positivo
62511,positivo
62512,positivo
62513,negativo
62514,positivo
62515,positivo
62516,positivo
62517,negativo
62518,positivo
62519,positivo
62520,positivo
62521,positivo
62522,positivo
62523,positivo
62524,positivo
62525,negativo
62526,positivo
62527,positivo
62528,positivo
62529,positivo
62530,positivo
62531,negativo
62532,negativo
62533,positivo
62534,negativo
62535,negativo
62536,positivo
62537,positivo
62538,negativo
62539,positivo
62540,positivo
62541,positivo
62542,positivo
62543,positivo
62544,positivo
62545,positivo
62546,positivo
62547,positivo
62548,positivo
62549,positivo
62550,positivo
62551,negativo
62552,negativo
62553,negativo
62554,positivo
62555,positivo
62556,positivo
62557,positivo
62558,positivo
62559,positivo
62560,negativo
62561,positivo
62562,positivo
62563,positivo
62564,positivo
62565,negativo
62566,positivo
62567,positivo
62568,positivo
62569,positivo
62570,positivo
62571,positivo
62572,positivo
62573,positivo
62574,positivo
62575,positivo
62576,positivo
62577,positivo
62578,positivo
62579,negativo
62580,negativo
62581,positivo
62582,positivo
62583,positivo
62584,negativo
62585,positivo
62586,positivo
62587,negativo
62588,negativo
62589,negativo
62590,negativo
62591,positivo
62592,negativo
62593,negativo
62594,positivo
62595,negativo
62596,negativo
62597,positivo
62598,positivo
62599,negativo
62600,positivo
62601,negativo
62602,negativo
62603,negativo
62604,negativo
62605,negativo
62606,negativo
62607,positivo
62608,positivo
62609,negativo
62610,negativo
62611,positivo
62612,positivo
62613,negativo
62614,negativo
62615,negativo
62616,positivo
62617,negativo
62618,negativo
62619,negativo
62620,positivo
62621,negativo
62622,negativo
62623,positivo
62624,positivo
62625,negativo
62626,negativo
62627,positivo
62628,negativo
62629,negativo
62630,positivo
62631,negativo
62632,negativo
62633,negativo
62634,negativo
62635,negativo
62636,positivo
62637,negativo
62638,negativo
62639,positivo
62640,negativo
62641,negativo
62642,positivo
62643,positivo
62644,positivo
62645,negativo
62646,negativo
62647,positivo
62648,negativo
62649,positivo
62650,negativo
62651,positivo
62652,positivo
62653,positivo
62654,positivo
62655,negativo
62656,negativo
62657,positivo
62658,negativo
62659,positivo
62660,negativo
62661,negativo
62662,negativo
62663,negativo
62664,negativo
62665,negativo
62666,positivo
62667,negativo
62668,negativo
62669,positivo
62670,positivo
62671,negativo
62672,positivo
62673,negativo
62674,positivo
62675,positivo
62676,negativo
62677,negativo
62678,negativo
62679,negativo
62680,negativo
62681,negativo
62682,negativo
62683,positivo
62684,positivo
62685,negativo
62686,negativo
62687,negativo
62688,negativo
62689,positivo
62690,negativo
62691,positivo
62692,positivo
62693,positivo
62694,negativo
62695,negativo
62696,positivo
62697,negativo
62698,negativo
62699,negativo
62700,positivo
62701,negativo
62702,positivo
62703,negativo
62704,positivo
62705,negativo
62706,negativo
62707,negativo
62708,positivo
62709,positivo
62710,positivo
62711,positivo
62712,negativo
62713,negativo
62714,negativo
62715,positivo
62716,negativo
62717,negativo
62718,negativo
62719,negativo
62720,negativo
62721,negativo
62722,positivo
62723,negativo
62724,positivo
62725,positivo
62726,positivo
62727,positivo
62728,negativo
62729,negativo
62730,positivo
62731,negativo
62732,negativo
62733,negativo
62734,positivo
62735,positivo
62736,positivo
62737,negativo
62738,positivo
62739,positivo
62740,negativo
62741,negativo
62742,negativo
62743,negativo
62744,positivo
62745,positivo
62746,negativo
62747,positivo
62748,positivo
62749,negativo
62750,positivo
62751,positivo
62752,positivo
62753,negativo
62754,positivo
62755,positivo
62756,negativo
62757,positivo
62758,negativo
62759,negativo
62760,negativo
62761,negativo
62762,negativo
62763,positivo
62764,positivo
62765,negativo
62766,positivo
62767,negativo
62768,positivo
62769,positivo
62770,negativo
62771,positivo
62772,positivo
62773,positivo
62774,positivo
62775,positivo
62776,positivo
62777,positivo
62778,negativo
62779,positivo
62780,positivo
62781,positivo
62782,positivo
62783,positivo
62784,positivo
62785,negativo
62786,negativo
62787,negativo
62788,positivo
62789,positivo
62790,positivo
62791,positivo
62792,negativo
62793,positivo
62794,positivo
62795,negativo
62796,negativo
62797,positivo
62798,positivo
62799,negativo
62800,negativo
62801,positivo
62802,negativo
62803,negativo
62804,negativo
62805,negativo
62806,positivo
62807,positivo
62808,positivo
62809,positivo
62810,positivo
62811,positivo
62812,positivo
62813,positivo
62814,positivo
62815,negativo
62816,positivo
62817,positivo
62818,positivo
62819,negativo
62820,positivo
62821,negativo
62822,negativo
62823,positivo
62824,positivo
62825,positivo
62826,negativo
62827,negativo
62828,positivo
62829,positivo
62830,positivo
62831,positivo
62832,positivo
62833,negativo
62834,negativo
62835,positivo
62836,positivo
62837,negativo
62838,positivo
62839,positivo
62840,positivo
62841,positivo
62842,positivo
62843,positivo
62844,positivo
62845,positivo
62846,positivo
62847,positivo
62848,positivo
62849,negativo
62850,positivo
62851,positivo
62852,positivo
62853,positivo
62854,negativo
62855,positivo
62856,negativo
62857,positivo
62858,positivo
62859,positivo
62860,positivo
62861,positivo
62862,negativo
62863,positivo
62864,positivo
62865,positivo
62866,positivo
62867,positivo
62868,positivo
62869,positivo
62870,negativo
62871,positivo
62872,positivo
62873,positivo
62874,positivo
62875,positivo
62876,positivo
62877,negativo
62878,positivo
62879,positivo
62880,positivo
62881,negativo
62882,positivo
62883,positivo
62884,positivo
62885,positivo
62886,positivo
62887,positivo
62888,negativo
62889,positivo
62890,positivo
62891,negativo
62892,positivo
62893,negativo
62894,positivo
62895,positivo
62896,positivo
62897,positivo
62898,positivo
62899,negativo
62900,positivo
62901,positivo
62902,positivo
62903,positivo
62904,positivo
62905,positivo
62906,positivo
62907,positivo
62908,positivo
62909,positivo
62910,positivo
62911,positivo
62912,negativo
62913,positivo
62914,positivo
62915,positivo
62916,negativo
62917,positivo
62918,positivo
62919,positivo
62920,positivo
62921,positivo
62922,positivo
62923,negativo
62924,positivo
62925,positivo
62926,positivo
62927,positivo
62928,positivo
62929,positivo
62930,negativo
62931,positivo
62932,negativo
62933,negativo
62934,positivo
62935,positivo
62936,positivo
62937,positivo
62938,positivo
62939,positivo
62940,positivo
62941,positivo
62942,negativo
62943,negativo
62944,negativo
62945,negativo
62946,positivo
62947,positivo
62948,positivo
62949,positivo
62950,negativo
62951,positivo
62952,negativo
62953,positivo
62954,positivo
62955,positivo
62956,negativo
62957,positivo
62958,positivo
62959,negativo
62960,positivo
62961,positivo
62962,positivo
62963,positivo
62964,negativo
62965,positivo
62966,positivo
62967,positivo
62968,negativo
62969,negativo
62970,positivo
62971,positivo
62972,positivo
62973,negativo
62974,positivo
62975,negativo
62976,positivo
62977,positivo
62978,positivo
62979,negativo
62980,positivo
62981,positivo
62982,negativo
62983,negativo
62984,negativo
62985,positivo
62986,negativo
62987,negativo
62988,positivo
62989,negativo
62990,negativo
62991,negativo
62992,positivo
62993,negativo
62994,positivo
62995,positivo
62996,positivo
62997,negativo
62998,positivo
62999,positivo
63000,positivo
63001,positivo
63002,positivo
63003,negativo
63004,positivo
63005,negativo
63006,positivo
63007,negativo
63008,negativo
63009,positivo
63010,negativo
63011,positivo
63012,positivo
63013,positivo
63014,positivo
63015,positivo
63016,positivo
63017,positivo
63018,negativo
63019,negativo
63020,positivo
63021,negativo
63022,positivo
63023,positivo
63024,negativo
63025,positivo
63026,negativo
63027,positivo
63028,negativo
63029,negativo
63030,negativo
63031,positivo
63032,negativo
63033,negativo
63034,positivo
63035,positivo
63036,positivo
63037,positivo
63038,negativo
63039,positivo
63040,positivo
63041,negativo
63042,positivo
63043,negativo
63044,positivo
63045,negativo
63046,negativo
63047,positivo
63048,positivo
63049,negativo
63050,positivo
63051,negativo
63052,positivo
63053,positivo
63054,positivo
63055,positivo
63056,positivo
63057,positivo
63058,positivo
63059,positivo
63060,positivo
63061,positivo
63062,negativo
63063,negativo
63064,positivo
63065,positivo
63066,positivo
63067,negativo
63068,negativo
63069,positivo
63070,negativo
63071,negativo
63072,positivo
63073,positivo
63074,negativo
63075,positivo
63076,positivo
63077,positivo
63078,negativo
63079,negativo
63080,negativo
63081,negativo
63082,negativo
63083,negativo
63084,negativo
63085,negativo
63086,negativo
63087,negativo
63088,positivo
63089,positivo
63090,negativo
63091,negativo
63092,positivo
63093,negativo
63094,negativo
63095,negativo
63096,negativo
63097,negativo
63098,negativo
63099,negativo
63100,negativo
63101,positivo
63102,positivo
63103,negativo
63104,negativo
63105,negativo
63106,negativo
63107,negativo
63108,negativo
63109,positivo
63110,positivo
63111,positivo
63112,negativo
63113,negativo
63114,positivo
63115,negativo
63116,negativo
63117,positivo
63118,negativo
63119,positivo
63120,negativo
63121,negativo
63122,negativo
63123,negativo
63124,negativo
63125,positivo
63126,positivo
63127,negativo
63128,negativo
63129,negativo
63130,negativo
63131,negativo
63132,negativo
63133,negativo
63134,negativo
63135,negativo
63136,negativo
63137,negativo
63138,negativo
63139,negativo
63140,negativo
63141,negativo
63142,negativo
63143,negativo
63144,positivo
63145,positivo
63146,positivo
63147,negativo
63148,negativo
63149,negativo
63150,negativo
63151,negativo
63152,negativo
63153,negativo
63154,negativo
63155,positivo
63156,positivo
63157,positivo
63158,positivo
63159,negativo
63160,negativo
63161,negativo
63162,negativo
63163,positivo
63164,negativo
63165,negativo
63166,negativo
63167,negativo
63168,negativo
63169,negativo
63170,negativo
63171,negativo
63172,positivo
63173,negativo
63174,negativo
63175,negativo
63176,positivo
63177,negativo
63178,negativo
63179,negativo
63180,negativo
63181,negativo
63182,positivo
63183,negativo
63184,positivo
63185,positivo
63186,positivo
63187,negativo
63188,negativo
63189,negativo
63190,negativo
63191,positivo
63192,positivo
63193,positivo
63194,positivo
63195,negativo
63196,positivo
63197,positivo
63198,positivo
63199,negativo
63200,positivo
63201,positivo
63202,positivo
63203,positivo
63204,negativo
63205,negativo
63206,negativo
63207,positivo
63208,positivo
63209,negativo
63210,negativo
63211,positivo
63212,positivo
63213,positivo
63214,positivo
63215,negativo
63216,negativo
63217,positivo
63218,negativo
63219,negativo
63220,positivo
63221,negativo
63222,positivo
63223,positivo
63224,positivo
63225,negativo
63226,positivo
63227,positivo
63228,negativo
63229,negativo
63230,negativo
63231,positivo
63232,positivo
63233,positivo
63234,positivo
63235,positivo
63236,positivo
63237,positivo
63238,positivo
63239,positivo
63240,positivo
63241,positivo
63242,positivo
63243,positivo
63244,positivo
63245,negativo
63246,positivo
63247,positivo
63248,positivo
63249,positivo
63250,positivo
63251,negativo
63252,positivo
63253,positivo
63254,positivo
63255,positivo
63256,negativo
63257,negativo
63258,positivo
63259,positivo
63260,positivo
63261,positivo
63262,positivo
63263,negativo
63264,positivo
63265,negativo
63266,positivo
63267,positivo
63268,negativo
63269,negativo
63270,positivo
63271,positivo
63272,negativo
63273,positivo
63274,negativo
63275,negativo
63276,negativo
63277,negativo
63278,negativo
63279,positivo
63280,positivo
63281,negativo
63282,negativo
63283,negativo
63284,positivo
63285,positivo
63286,negativo
63287,negativo
63288,negativo
63289,positivo
63290,negativo
63291,positivo
63292,positivo
63293,negativo
63294,negativo
63295,positivo
63296,positivo
63297,positivo
63298,positivo
63299,positivo
63300,positivo
63301,negativo
63302,positivo
63303,negativo
63304,negativo
63305,positivo
63306,positivo
63307,positivo
63308,negativo
63309,negativo
63310,negativo
63311,positivo
63312,positivo
63313,positivo
63314,positivo
63315,negativo
63316,positivo
63317,negativo
63318,positivo
63319,negativo
63320,negativo
63321,positivo
63322,positivo
63323,negativo
63324,positivo
63325,positivo
63326,negativo
63327,positivo
63328,positivo
63329,negativo
63330,positivo
63331,positivo
63332,positivo
63333,negativo
63334,positivo
63335,negativo
63336,positivo
63337,negativo
63338,positivo
63339,positivo
63340,negativo
63341,positivo
63342,positivo
63343,negativo
63344,positivo
63345,positivo
63346,negativo
63347,negativo
63348,positivo
63349,negativo
63350,negativo
63351,positivo
63352,negativo
63353,positivo
63354,negativo
63355,positivo
63356,positivo
63357,positivo
63358,negativo
63359,positivo
63360,negativo
63361,positivo
63362,negativo
63363,negativo
63364,positivo
63365,negativo
63366,positivo
63367,negativo
63368,negativo
63369,positivo
63370,negativo
63371,positivo
63372,positivo
63373,positivo
63374,negativo
63375,positivo
63376,positivo
63377,positivo
63378,negativo
63379,negativo
63380,positivo
63381,negativo
63382,positivo
63383,negativo
63384,positivo
63385,positivo
63386,positivo
63387,negativo
63388,negativo
63389,positivo
63390,negativo
63391,negativo
63392,positivo
63393,negativo
63394,negativo
63395,negativo
63396,negativo
63397,positivo
63398,negativo
63399,negativo
63400,negativo
63401,negativo
63402,negativo
63403,positivo
63404,negativo
63405,positivo
63406,negativo
63407,positivo
63408,negativo
63409,positivo
63410,positivo
63411,positivo
63412,negativo
63413,negativo
63414,positivo
63415,negativo
63416,positivo
63417,negativo
63418,positivo
63419,negativo
63420,negativo
63421,positivo
63422,positivo
63423,negativo
63424,negativo
63425,positivo
63426,negativo
63427,negativo
63428,negativo
63429,negativo
63430,negativo
63431,negativo
63432,negativo
63433,positivo
63434,negativo
63435,negativo
63436,positivo
63437,negativo
63438,negativo
63439,negativo
63440,negativo
63441,negativo
63442,positivo
63443,negativo
63444,negativo
63445,positivo
63446,positivo
63447,positivo
63448,negativo
63449,positivo
63450,positivo
63451,negativo
63452,negativo
63453,positivo
63454,negativo
63455,positivo
63456,positivo
63457,positivo
63458,negativo
63459,positivo
63460,positivo
63461,negativo
63462,positivo
63463,negativo
63464,positivo
63465,positivo
63466,negativo
63467,negativo
63468,negativo
63469,negativo
63470,negativo
63471,positivo
63472,positivo
63473,positivo
63474,negativo
63475,positivo
63476,positivo
63477,positivo
63478,positivo
63479,negativo
63480,positivo
63481,positivo
63482,positivo
63483,negativo
63484,positivo
63485,negativo
63486,positivo
63487,negativo
63488,negativo
63489,negativo
63490,positivo
63491,positivo
63492,negativo
63493,negativo
63494,negativo
63495,negativo
63496,positivo
63497,negativo
63498,negativo
63499,negativo
63500,negativo
63501,negativo
63502,negativo
63503,negativo
63504,positivo
63505,negativo
63506,positivo
63507,negativo
63508,negativo
63509,positivo
63510,negativo
63511,positivo
63512,positivo
63513,negativo
63514,positivo
63515,negativo
63516,negativo
63517,positivo
63518,negativo
63519,negativo
63520,negativo
63521,negativo
63522,positivo
63523,negativo
63524,positivo
63525,positivo
63526,negativo
63527,negativo
63528,positivo
63529,negativo
63530,positivo
63531,negativo
63532,positivo
63533,negativo
63534,positivo
63535,positivo
63536,positivo
63537,negativo
63538,positivo
63539,positivo
63540,positivo
63541,positivo
63542,positivo
63543,positivo
63544,negativo
63545,negativo
63546,positivo
63547,positivo
63548,negativo
63549,positivo
63550,negativo
63551,positivo
63552,negativo
63553,positivo
63554,negativo
63555,negativo
63556,negativo
63557,positivo
63558,positivo
63559,negativo
63560,negativo
63561,negativo
63562,positivo
63563,positivo
63564,negativo
63565,positivo
63566,negativo
63567,negativo
63568,negativo
63569,positivo
63570,negativo
63571,negativo
63572,negativo
63573,positivo
63574,positivo
63575,negativo
63576,negativo
63577,positivo
63578,negativo
63579,positivo
63580,negativo
63581,positivo
63582,negativo
63583,positivo
63584,negativo
63585,positivo
63586,negativo
63587,negativo
63588,positivo
63589,positivo
63590,negativo
63591,positivo
63592,negativo
63593,positivo
63594,positivo
63595,negativo
63596,negativo
63597,positivo
63598,positivo
63599,positivo
63600,positivo
63601,positivo
63602,negativo
63603,positivo
63604,negativo
63605,negativo
63606,positivo
63607,positivo
63608,negativo
63609,negativo
63610,negativo
63611,negativo
63612,negativo
63613,positivo
63614,positivo
63615,positivo
63616,positivo
63617,positivo
63618,negativo
63619,positivo
63620,negativo
63621,positivo
63622,negativo
63623,positivo
63624,negativo
63625,positivo
63626,positivo
63627,positivo
63628,positivo
63629,negativo
63630,positivo
63631,negativo
63632,negativo
63633,positivo
63634,negativo
63635,negativo
63636,negativo
63637,positivo
63638,positivo
63639,negativo
63640,positivo
63641,negativo
63642,negativo
63643,negativo
63644,negativo
63645,positivo
63646,negativo
63647,positivo
63648,negativo
63649,negativo
63650,negativo
63651,negativo
63652,negativo
63653,negativo
63654,negativo
63655,negativo
63656,negativo
63657,positivo
63658,negativo
63659,negativo
63660,positivo
63661,negativo
63662,positivo
63663,positivo
63664,negativo
63665,negativo
63666,negativo
63667,positivo
63668,negativo
63669,positivo
63670,negativo
63671,positivo
63672,positivo
63673,positivo
63674,positivo
63675,negativo
63676,negativo
63677,negativo
63678,positivo
63679,positivo
63680,positivo
63681,positivo
63682,negativo
63683,negativo
63684,negativo
63685,negativo
63686,negativo
63687,negativo
63688,positivo
63689,positivo
63690,positivo
63691,positivo
63692,positivo
63693,positivo
63694,negativo
63695,negativo
63696,positivo
63697,negativo
63698,negativo
63699,negativo
63700,positivo
63701,positivo
63702,positivo
63703,negativo
63704,positivo
63705,negativo
63706,negativo
63707,positivo
63708,negativo
63709,positivo
63710,positivo
63711,negativo
63712,negativo
63713,positivo
63714,positivo
63715,positivo
63716,positivo
63717,negativo
63718,positivo
63719,positivo
63720,negativo
63721,positivo
63722,positivo
63723,negativo
63724,negativo
63725,negativo
63726,negativo
63727,positivo
63728,negativo
63729,positivo
63730,positivo
63731,positivo
63732,positivo
63733,negativo
63734,negativo
63735,negativo
63736,negativo
63737,negativo
63738,positivo
63739,negativo
63740,negativo
63741,positivo
63742,negativo
63743,positivo
63744,negativo
63745,negativo
63746,positivo
63747,positivo
63748,positivo
63749,positivo
63750,negativo
63751,positivo
63752,positivo
63753,positivo
63754,negativo
63755,positivo
63756,positivo
63757,positivo
63758,negativo
63759,negativo
63760,negativo
63761,negativo
63762,positivo
63763,positivo
63764,negativo
63765,negativo
63766,negativo
63767,positivo
63768,negativo
63769,negativo
63770,negativo
63771,positivo
63772,positivo
63773,negativo
63774,negativo
63775,negativo
63776,positivo
63777,negativo
63778,negativo
63779,positivo
63780,negativo
63781,negativo
63782,positivo
63783,negativo
63784,negativo
63785,negativo
63786,negativo
63787,positivo
63788,negativo
63789,positivo
63790,negativo
63791,negativo
63792,negativo
63793,negativo
63794,negativo
63795,negativo
63796,positivo
63797,negativo
63798,positivo
63799,positivo
63800,positivo
63801,positivo
63802,negativo
63803,positivo
63804,positivo
63805,positivo
63806,positivo
63807,negativo
63808,positivo
63809,negativo
63810,positivo
63811,negativo
63812,positivo
63813,positivo
63814,negativo
63815,positivo
63816,negativo
63817,positivo
63818,positivo
63819,negativo
63820,negativo
63821,negativo
63822,negativo
63823,negativo
63824,negativo
63825,negativo
63826,positivo
63827,positivo
63828,positivo
63829,positivo
63830,negativo
63831,positivo
63832,negativo
63833,negativo
63834,negativo
63835,positivo
63836,positivo
63837,positivo
63838,negativo
63839,positivo
63840,negativo
63841,negativo
63842,positivo
63843,positivo
63844,negativo
63845,positivo
63846,negativo
63847,negativo
63848,negativo
63849,positivo
63850,positivo
63851,positivo
63852,negativo
63853,negativo
63854,positivo
63855,negativo
63856,positivo
63857,negativo
63858,positivo
63859,negativo
63860,positivo
63861,positivo
63862,positivo
63863,positivo
63864,negativo
63865,positivo
63866,negativo
63867,positivo
63868,positivo
63869,positivo
63870,positivo
63871,negativo
63872,positivo
63873,positivo
63874,positivo
63875,positivo
63876,negativo
63877,positivo
63878,positivo
63879,positivo
63880,positivo
63881,negativo
63882,positivo
63883,positivo
63884,positivo
63885,positivo
63886,positivo
63887,positivo
63888,negativo
63889,positivo
63890,positivo
63891,negativo
63892,negativo
63893,positivo
63894,positivo
63895,negativo
63896,positivo
63897,negativo
63898,negativo
63899,negativo
63900,negativo
63901,negativo
63902,negativo
63903,negativo
63904,negativo
63905,negativo
63906,positivo
63907,positivo
63908,positivo
63909,positivo
63910,positivo
63911,positivo
63912,positivo
63913,positivo
63914,positivo
63915,positivo
63916,positivo
63917,positivo
63918,negativo
63919,negativo
63920,positivo
63921,positivo
63922,positivo
63923,positivo
63924,negativo
63925,positivo
63926,positivo
63927,negativo
63928,negativo
63929,positivo
63930,positivo
63931,positivo
63932,negativo
63933,positivo
63934,positivo
63935,positivo
63936,positivo
63937,positivo
63938,positivo
63939,positivo
63940,negativo
63941,negativo
63942,positivo
63943,negativo
63944,positivo
63945,positivo
63946,positivo
63947,positivo
63948,positivo
63949,negativo
63950,positivo
63951,positivo
63952,positivo
63953,positivo
63954,positivo
63955,negativo
63956,positivo
63957,positivo
63958,positivo
63959,positivo
63960,positivo
63961,positivo
63962,positivo
63963,positivo
63964,positivo
63965,negativo
63966,positivo
63967,positivo
63968,positivo
63969,positivo
63970,positivo
63971,negativo
63972,positivo
63973,positivo
63974,positivo
63975,positivo
63976,positivo
63977,positivo
63978,positivo
63979,positivo
63980,positivo
63981,positivo
63982,positivo
63983,positivo
63984,negativo
63985,positivo
63986,positivo
63987,positivo
63988,negativo
63989,negativo
63990,positivo
63991,negativo
63992,negativo
63993,positivo
63994,positivo
